product_id,battery_capacity_mah_,headphone_form_factor,waterproof_standard,brand_name,volume_control,battery_charging_time,battery_indicator,charging_interface_type,chipset,codecs,control_method,game_atmosphere_light,material,private_mold,sound_quality,wireless_delay_time,product_name,charging_time
1601054157865,200mAh,In ear,IPX-4,YooType,Yes,1-3 hours,LED,Type-C,Bluetrum  AB5696D ANC+ENC,AAC,Touch Control,Single Color,Plastic,No,"High Fidelity (Hi-Fi), Surround Sound, Stereo",above 60 ms,MT60 wireless transparent earbuds with led display,About 1-2 Hours
1601450896468,400,,IPX-4,GENAI,touch,1-3 hours,LED,Type-C,JL,,Touch Control,,ABS+PC,Yes,,above 60 ms,,
1601417744554,<200mah,,IPX-5,non,,3-5 hours,LED,Type-C,Other,,Touch Control,,Plastic,No,,30 Ms,TWS Wireless Earbuds,
10000031207858,200mah,In ear,IPX-4,None,No,1-3 hours,LED,Type-C,Jl,,Button Control,,ABS,Yes,,30 Ms,,3-5 hours
1601648011477,200-500mah,In ear,IPX-7,KINGSTAR,Yes,3-5 hours,Digital Display,Type-C,Other,None,Button Control,Single Color,abs,Yes,Surround Sound,31-40 ms,,
1601591066525,450mAh,In ear,IPX-6,jianni,Yes,1-3 hours,LED,Type-C,JL,LHDC,Touch Control,No Light,Plastic,No,Stereo,31-40 ms,WF-1000XM5 TWS Earbuds,1 Hour
1601623281674,300,,IPX-5,YD03,,1-3 hours,Digital Display,Type-C,Jl,AAC,Touch control,Single Color,Abs,Yes,8-bit,30 Ms,,
1601324017453,400,In ear,IPX-4,,,,Digital Display,,,,,,,Yes,,,,
1601433039505,200-500mah,,IPX-4,YISSIY / Customized Logo,,1-3 hours,LED,Type-C,Blurtrum,"AAC, Sbc",Smart Touch Control,,Plastic,Yes,Stereo,less than 30ms,MAX80 Small TWS Wireless Earphones Hd Call Stereo Earbuds,About 80 Hours
1601142250147,400MAH,,IPX-4,CUSTOMIZATION,,,Digital Display,,JL,,,,ABS,Yes,,41-50 ms,TWS Earbuds,
1600828704928,,,IPX-4,YOKE,,,LED,,JL,,,,PC+ABS,Yes,,less than 30 ms,True Wireless Headset,Less than 2 hours
1601199900801,300mAh,,No,Havit,,,,,,,,,,,,,Mini In-ear Sports wireless earphone Audifonos tws earbuds Headset,
1601511751196,200-500mah,,IPX-4,other,,1-3 hours,Digital Display,Type-C,JL,,"App Control, Touch Control",Single Color,Plastic,No,High Fidelity (Hi-Fi),30 Ms,,
1601398615909,200-500mah,Semi-in-ear,IPX-7,,Yes,1-3 hours,Digital Display,Type-C,JL,,Touch Control,No Light,Plastic,No,High Fidelity (Hi-Fi),31-40 ms,Earphone,
1601659280596,200mAh,Semi-in-ear,IPX-5,,Yes,,,,,,,,"Plastic, ABS",,,less than 30 ms,,
1601719381730,200-500mah,Semi-in-ear,IPX-4,ZAYSON,Yes,1-3 hours,LED,Type-C,Bluetrum,,Touch Control,,,Yes,"Stereo, High Fidelity (Hi-Fi)",,,
1601241757033,800,,IPX-5,Wedtserha,,1-3 hours,Digital Display,Micro USB,JL,AAC,Touch Control,,ABS,Yes,High Fidelity (Hi-Fi),above 60 ms,TWS Earbuds,1-2 Hours
1601284014026,4-8H,Semi-in-ear,IPX-4,,No,,Digital Display,,JL,,,,ABS,Yes,,less than 30 ms,,
1601629145140,200,,IPX4,Coca-Cola,,1-3 hours,LED,Type-C,JL,AAC,Touch Control,No Light,Plastic,No,"High Fidelity (Hi-Fi), Bass Boost",less than 30ms,,
11000032342245,200-500mah,Semi-in-ear,IPX-4,OEM,,1-3 hours,LED,Type-C,Bluetrum,,Touch Control,,ABS+PC,No,Stereo,30 Ms,,
1601444166969,300,Semi-in-ear,IPX-6,SZZR,,1-3 hours,LED,Type-C,Other,Apt-X HD,"Voice Control, Touch Control, Button Control",Single Color,plastic,Yes,High Fidelity (Hi-Fi),30 Ms,,
1600688864972,300,Semi-in-ear,IPX-5,Langsdom,Yes,1-3 hours,LED,Type-C,Bluetrum,AAC,Touch Control,RGB,ABS,Yes,"Stereo, Studio Level, Surround Sound",31-40 ms,bluetooth earphone,1 Hours
1601574884973,300mah,,Sweat proof,,,1-3 hours,LED,Type-C,Bluetrum,,Touch Control,,,Yes,Stereo,,,around 2 hrs
1601592771023,300mAh,Semi-in-ear,IPX-4,,Yes,1-3 hours,Digital Display,TYPE-C,5.3V,AAC,Touch Screen,No Light,ABS,,High Fidelity (Hi-Fi),less than 30 ms,TWS Earbuds,
1601322840221,30mAh/200mAh,Semi-in-ear,IPX-4,Trulyway,Yes,1-3 hours,LED,Type-C,JL,,,,ABS,Yes,,less than 30 ms,Touch Control in Ear Wireless True Wireless Earbuds Headphones,1 -1.5 hours
1601391749057,200-500mah,Semi-in-ear,IPX-4,No,Yes,1-3 hours,Digital Display,Type-C,JL,AAC,Touch Control,No Light,ABS,Yes,High Fidelity (Hi-Fi),31-40 ms,,
1601459175033,200-500mah,,IPX-5,None,,1-3 hours,LED,Type-C,Bluetrum,None,Touch Control,No Light,Plastic,No,Stereo,30 Ms,,
1601645227485,200-500mah,,IPX-4,Lenovo,,1-3 hours,LED,Type-C,Other,Sbc,Touch Control,No Light,Plastic,Yes,"High Fidelity (Hi-Fi), Stereo, Surround Sound, Bass Boost",41-50 ms,,Around 1.5 Hours
1601651272938,200-500mah,,IPX-4,None,,1-3 hours,LED,Type-C,Bluetrum,None,Touch Control,,Plastic,No,Stereo,30 Ms,,
1601571821431,200-500mah,,No,VJBY,,1-3 hours,LED,Type-C,JL,"AAC, Sbc",Touch Control,No Light,"Plastic, Metal",Yes,Stereo,51-60 ms,TWS Wireless Earbuds,
1601671996857,200-500mah,,No,OEM,,1-3 hours,LED,Type-C,JL,,"Touch Control, Voice Control",,ABS,No,"Bass Boost, Stereo, Surround Sound",,,
1601563761395,200mAh,Semi-in-ear,IPX-4,YooKiE,,1-3 hours,,Type-C,,Apt-X HD,,No Light,Plastic,Yes,,,,
1601028919236,25mAh/250mAh,Semi-in-ear,IPX-4,Remax,Yes,1-3 hours,LED,Type-C,JL,,,,PC+ABS,Yes,,less than 30 ms,TWS Wireless Earbuds,1.5 Hours
1601659638807,200-500mah,,IPX-4,,,1-3 hours,Digital Display,Type-C,,,,,Plastic,Yes,,,,
1601427032400,200-500mah,,IPX-4,other,,1-3 hours,LED,Type-C,,,"Touch Control, App Control",,Plastic,No,High Fidelity (Hi-Fi),30 Ms,,
1601367091717,,Semi-in-ear,IPX-4,none,Yes,,,,JL,,,,,Yes,,,,
1600499920413,200-500mah,,IPX-5,NO,,1-3 hours,Digital Display,Type-C,JL,Apt-X HD,Touch Control,Single Color,Plastic,Yes,"High Fidelity (Hi-Fi), Bass Boost",above 60 ms,,1-2 hours
11000015533240,,,IPX-3,,,,LED,,,,,No Light,,,,30 Ms,LP6PRO,
1601612973855,200-500mah,,IPX-5,,,,,Type-C,,,Touch Control,,Plastic,,Stereo,,,
1601682490050,200mAh,Semi-in-ear,IPX-5,OEM,Yes,1-3 hours,LED,Type-C,BES,,App Control,Single Color,ABS,No,High Fidelity (Hi-Fi),less than 30 ms,,1-2 hour
1601024859037,150 MAH,Semi-in-ear,IPX-4,wenin,Yes,1-3 hours,LED,Type-C,JL,,Touch Control,,Plastic,,,51-60 ms,,
1601374970154,,Semi-in-ear,IPX 0,,Yes,1-3 hours,Digital Display,,JL,None,,Single Color,Plastic,No,,41-50 ms,,
1601650241078,200-500mah,,IPX-4,GENAI,,1-3 hours,LED,Type-C,JL,"AAC, Sbc",Touch Control,,ABS+PC,Yes,Stereo,,,
1601350615983,200mAh,Semi-in-ear,IPX-4,,Yes,1-3 hours,Digital Display,,Other,,,,ABS,No,,less than 30 ms,,1-2 Hours
1601631448282,200-500mah,Semi-in-ear,IPX-4,,,1-3 hours,LED,,,,,,Plastic,,,,,
1601518954625,1200,Semi-in-ear,IPX-4,,Yes,,Digital Display,,JL,,,,,Yes,,,,
1601598343866,40 mAh & 500 mAh,Semi-in-ear,IPX-5,Sunrise,Yes,1-3 hours,LED,Micro USB,Bluetrum,Apt-X HD,"Touch Control, Button Control",Single Color,Plastic,Yes,High Fidelity (Hi-Fi),less than 30 ms,,
1601724834569,200-500mah,,IPX-4,OEM,,1-3 hours,LED,Type-C,BES,None,Touch Control,No Light,Plastic,Yes,High Fidelity (Hi-Fi),less than 30ms,,
1601545082541,200-500mah,,IPX-4,YSS,,1-3 hours,LED,Type-C,JL,AAC,,No Light,Plastic,Yes,,41-50 ms,TWS Wireless Earbuds,
11000024791124,200mAh,Semi-in-ear,IPX-7,buds 5 pro,Yes,1-3 hours,LED,Type-C,JL,Apt-X HD,Touch Control,Single Color,Metal,Yes,Stereo,31-40 ms,,
1600998783404,300mAh,Semi-in-ear,No,MODORWY,Yes,1-3 hours,Digital Display,Type-C,LX5616,,App Control,No Light,ABS,Yes,,31-40 ms,,1 Hour
1601454816430,300mah,,IPX-4,customation,,1-3 hours,LED,Type-C,JL,AAC,Touch Control,Single Color,Plastic,Yes,"High Fidelity (Hi-Fi), Bass Boost, Stereo",41-50 ms,,
1601613857868,200-500mah,Semi-in-ear,IPX-5,Zhongyuan Anyun,Yes,1-3 hours,LED,Type-c.,Jl,LDAC,Touch control,Single Color,PC+ABS,Yes,Bass Boost,31-40 ms,,
1601345313948,480mAh,Semi-in-ear,IPX-5,TSSD,Yes,1-3 hours,Digital Display,Type-C,,"AAC, Sbc",Touch Control,,PC+ABS,Yes,Stereo,31-40 ms,Sport Earhook Earphone,1.5 Hours
1601318013653,,Semi-in-ear,IPX-6,LAIKETAI,Yes,1-3 hours,Digital Display,Type-C,jl,AAC,Button Control,Single Color,Plastic,No,,above 60 ms,,
1600292384658,800,Semi-in-ear,IPX-4,,Yes,,Digital Display,,JL,,,,,yes,,30 Ms,,1H
1601412691813,200-500mah,Ear-clip,IPX-4,OEM,Yes,1-3 hours,Digital Display,Type-C,JL,,Button Control,,Plastic,Yes,,41-50 ms,S67 TWS Earbuds,
1601496778063,1000-2000mah,,IPX-8,,,,,,,,,,,,,,,0.5h/1h
1601230413580,,,IPX-5,JUHUAXIN,,,LED,,JL,,Touch Control,,ABS+PC,No,,less than 30ms,,1-2 H
1601687671739,200-500mah,Semi-in-ear,IPX-5,,Yes,1-3 hours,LED,"Wireless Charging, Micro USB, Type-C",,,"App Control, Touch Control",,,Yes,,less than 30 ms,,
1601615243359,300mah,,IPX-5,JS88,,1-3 hours,LED,Type-C,JL,LHDC,Touch Control,No Light,Abs,Yes,High definition,51-60 ms,JS88 wireless earphones,1hour
1601644497751,200-500mah,,IPX-5,None,,1-3 hours,LED,Type-C,Bluetrum,None,Touch Control,No Light,Plastic,No,High Fidelity (Hi-Fi),30 Ms,,
1600106171361,35mah,,IPX-4,USAMS,,1-3 hours,LED,Type-C,JL,,Touch Control,,PC,Yes,,above 60 ms,,
1601218884287,200mAh,Semi-in-ear,IPX-4,,Yes,1-3 hours,Digital Display,Type-C,JL,,Touch Control,No Light,Plastic,No,"High Fidelity (Hi-Fi), Surround Sound",31-40 ms,TWS Earbuds,
1601451076951,300mah,,IPX-4,None,,1-3 hours,LED,Type-c,Jl,,In ear,Single Color,Abs,No,90db,30 Ms,,
1601711245595,200-500mah,,No,OEM,,1-3 hours,,Type-C,JL,,Touch Control,,ABS,,"Bass Boost, High Fidelity (Hi-Fi), Stereo, Studio Level, Surround Sound",,,
1601566881483,300mah,,Sweat proof,,,1-3 hours,Digital Display,Type-C,JL,,Touch Control,,,Yes,Stereo,,,
1601631646121,200-500mah,Semi-in-ear,IPX-3,,,1-3 hours,LED,,,,,,Plastic,,,,,
11000029351394,200mAh,Semi-in-ear,IPX-6,OEM,Yes,1-3 hours,LED,TYPE-C,JL,AAC,Touch Control,Single Color,ABS,Yes,"Surround Sound, Stereo",30 Ms,,
1601004142470,80,,IPX-4,,,,LED,,JL,,,,ABS,,,,B-100_VV4,1-2H
1601623457625,200-500mah,,IPX-4,Qym,,1-3 hours,Digital Display,Type-C,JL,,Touch Control,RGB,Plastic,No,"High Fidelity (Hi-Fi), Stereo",31-40 ms,Column Gaming TWS Earphones,1.5 hours
1601634310699,200-500mah,,None,Coca-Cola,,1-3 hours,LED,Type-C,JL,,Touch Control,No Light,ABS,No,High Fidelity (Hi-Fi),less than 30ms,,
1601683762430,398,Semi-in-ear,IPX-6,,Yes,1-3 hours,LED,Type-C,Airoha,LHDC,Touch Control,No Light,ABS,No,High Fidelity (Hi-Fi),31-40 ms,,
1601459985773,40/400MAH,Semi-in-ear,IPX-5,,Yes,1-3 hours,LED,Type-C,SmartLink,AAC,Touch Control,RGB,ABS,Yes,High Fidelity (Hi-Fi),less than 30 ms,Touch Bluetooth headset,60 Minutes
1601200747316,200mah,,IPX-4,"Hisonic ,OEM",,,LED,,JL,,,,"abs,silicon",Yes,,30 Ms,,
1601276818909,200mAh,Semi-in-ear,IPX-4,Trulyway,Yes,1-3 hours,LED,Type-C,JL,,Touch Control,,ABS+PC,Yes,Stereo,31-40 ms,Newly Bluetooth True Wireless Earbuds Headphone,1 -1.5 hours
1601272099614,400mAh,Over ear,IPX-4,mingke,,,LED,,JL,,,,PC+ABS,Yes,,above 60 ms,M02,1.5hours
1601539753133,200-500mah,,IPX-5,,,1-3 hours,LED,Type-C,Bluetrum,None,Touch Control,No Light,ABS,Yes,Stereo,41-50 ms,,
1601650174563,200-500mah,,IPX-4,GENAI,,1-3 hours,LED,Type-C,Bluetrum,Sbc,Touch Control,,ABS+PC,Yes,Stereo,,,
1601561029474,200-500mah,,No,VJBY,,1-3 hours,LED,Type-C,JL,"AAC, Sbc",Touch Control,No Light,"Plastic, Metal",Yes,Stereo,51-60 ms,TWS Wireless Earbuds,
1601422771644,500-1000mah,,IPX-5,Own,,1-3 hours,Digital Display,Micro USB,BK,None,Voice Control,Single Color,ABS,Yes,,less than 30ms,,
1601423707246,398,Semi-in-ear,IPX-6,,Yes,1-3 hours,LED,Type-C,headset,,,,headset,Yes,,30 Ms,TWS Earbuds,
11000015523335,,,IPX-3,,,,LED,,,,,No Light,,,,30 Ms,LP17,
1601518152777,500-1000mah,,IPX-5,S20,,1-3 hours,LED,Type-C,JL,LHDC,App Control,No Light,ABS,No,Stereo,above 60 ms,S20 Wireless tws Earbuds,
1601548571302,300mAh,Semi-in-ear,IPX-4,WELL-WIN,Yes,1-3 hours,Digital Display,Type-C,JL6976,"AAC, APT-X",Touch Control,No Light,"Plastic, PCBA+plastic",Yes,High Fidelity (Hi-Fi),less than 30 ms,TWS Wireless Earbuds,1~2 Hours
1601514825786,200-500mah,,IPX-4,SHINECON,,1-3 hours,LED,Type-C,JL,Apt-X HD,Touch Control,Single Color,Plastic,No,High Fidelity (Hi-Fi),41-50 ms,,
1601722222676,200-500mah,Semi-in-ear,IPX-5,OEM,No,1-3 hours,LED,TYPE-C,JL,AAC,Touch Control,No Light,ABS,No,3D,30 Ms,,
1601157976291,500mAh,,IPX-4,LDNIO,,,LED,,JL,,,,ABS+PC,Yes,,31-40 ms,,
1601505081370,200-500mah,,IPX-4,YSS,,1-3 hours,LED,Type-C,JL,AAC,,No Light,Plastic,Yes,,41-50 ms,TWS Wireless Earbuds,
1601377881696,200-500mah,,IPX-4,Remax,,1-3 hours,Digital Display,,JL,,,,ABS+PC+Zinc Alloy,Yes,,30 Ms,TWS Wireless Earbuds,1.5 Hours
1600562907839,200-500mah,Semi-in-ear,IPX-5,,Yes,1-3 hours,Digital Display,Type-C,Qualcomm,Apt-X HD,Touch Control,Single Color,,No,"High Fidelity (Hi-Fi), Surround Sound, Stereo, Bass Boost, Studio Level",51-60 ms,VG02 band earbuds,
1601449339784,180mAh,,IPX-4,oem,,1-3 hours,Digital Display,Type-C,JL,AAC,Touch Control,,ABS,Yes,"Bass Boost, Surround Sound, Stereo",less than 30ms,,
1601284658743,4-8H,Semi-in-ear,IPX-4,,No,,Digital Display,,JL,,,,ABS,Yes,,less than 30 ms,,
1601595414774,200-500mah,,IPX-4,YSS,,1-3 hours,LED,Type-C,JL,AAC,,No Light,Plastic,Yes,,31-40 ms,,
1601563793307,200mAh,Semi-in-ear,IPX-5,OEM,Yes,1-3 hours,LED,Type-C,BES,,App Control,Single Color,ABS,No,High Fidelity (Hi-Fi),less than 30 ms,,1-2 hour
1601398629135,200-500mah,Semi-in-ear,IPX-4,X93,Yes,1-3 hours,Digital Display,Type-C,JL,,"App Control, Touch Control",,ABS,NO,,30 Ms,,1.5 Hours
1601203975402,35mA/300mA,Semi-in-ear,IPX-5,neutral,Yes,1-3 hours,LED,Type-C,JL6983,AAC,Touch Control,No Light,Metal,Yes,Surround Sound,51-60 ms,Metal earphones,
1601694920433,<200mah,,No,Winbridge,,1-3 hours,LED,Type-C,Other,,"Touch Control, App Control",No Light,Metal,No,,,Winbridge Wireless Earbuds,2 hours
1601358666453,50mah,Semi-in-ear,IPX-4,artxi,Yes,3-5 hours,LED,,JL,,,,ABS+PC,yes,,31-40 ms,V8 LCD Full touch Ture wireless Earbuds,1-2 Hours
1601706005260,200-500mah,Semi-in-ear,IPX-7,,Yes,3-5 hours,Digital Display,Type-C,Others,,Touch Control,Single Color,abs,,High Fidelity (Hi-Fi),,,
1601598902397,200-500mah,Semi-in-ear,/,yesido,,1-3 hours,Digital Display,Type-C,,,Touch Control,No Light,ABS,,,less than 30 ms,,
1601628856231,Earbuds: 40mah; Charging Case:  320mah,Semi-in-ear,IPX-4,YISSIY / Neutral Package / Customized Logo,Yes,1-3 hours,Digital Display,Type-C,Blurtrum 5636F,,Touch Control,,Plastic + LCD Screen,Yes,,41-50 ms,LX-10/LX10 TWS Full Touch Screen Wireless Earphones,
1601017657138,400MAH,,IPX-4,Shareez,,1-3 hours,LED,Type-C,JL,AAC,Touch Control,No Light,Plastic,Yes,"High Fidelity (Hi-Fi), Bass Boost, Surround Sound, Stereo, Studio Level",above 60 ms,Wireless AI Earbuds,
1601697263644,200-500mah,,IPX-4,Transformers,,1-3 hours,LED,Type-C,Other,"AAC, Sbc",Touch Control,No Light,Plastic,Yes,"Bass Boost, High Fidelity (Hi-Fi), Stereo, Studio Level, Surround Sound",41-50 ms,,1.5 Hours
1601710448557,<200mah,,IPX-4,Wedtserha,,1-3 hours,LED,Micro USB,JL,AAC,Touch Control,Single Color,Plastic,No,High Fidelity (Hi-Fi),30 Ms,TWS Wireless Earbuds,
1600502747034,200-500mah,Semi-in-ear,IPX-5,Eshine/OEM,,1-3 hours,LED,Type-C,JL,AAC,,No Light,ABS+Silicone,No,High Fidelity (Hi-Fi),less than 30 ms,Fone de ouvido tws with power bank,
1601719492132,200-500mah,Semi-in-ear,IPX-4,ZAYSON,Yes,1-3 hours,LED,Type-C,Bluetrum,,Touch Control,,,Yes,"Stereo, High Fidelity (Hi-Fi)",,,
1601534086749,200mAh,Semi-in-ear,IPX-5,AGOURA,Yes,1-3 hours,LED,Type-C,JL6973,,"App Control, Touch Control",No Light,Plastic,No,,less than 30 ms,,
1601673097612,200-500mah,,IPX-4,,,1-3 hours,LED,Type-C,Bluetrum,None,Touch Control,,Plastic,No,Stereo,30 Ms,,
1601573974747,200-500mah,Semi-in-ear,No,,Yes,1-3 hours,LED,Type-C,JL,,Touch Control,No Light,Plastic,Yes,High Fidelity (Hi-Fi),less than 30 ms,,
1601250832798,300mAh,,IPX-4,,,,Digital Display,,JL,,,,silicone,Yes,,Less than 30 Ms,Semi-in-ear headphones TL187,1-2 Hours
1601378464570,400mAh,In ear,IPX-5,Wedtserha,No,1-3 hours,LED Digital Display,,JL7016G,,,,Frosted/plated/ABS,Yes,,above 60 ms,TWS Wireless Earbuds,
1601614730145,200-500mah,,IPX-5,HXY,,1-3 hours,Digital Display,Type-C,Other,AAC,Touch Control,No Light,ABS+PC,Yes,"High Fidelity (Hi-Fi), Stereo",30 Ms,J33 Earphone,
1601198724286,600 + 70,Open-ear,IPX-4,OEM,Yes,,LED,,JL,,,,ABS,Yes,,,,1.5 h
1601703656098,2000-3000mah,Semi-in-ear,IPX-6,,Yes,1-3 hours,LED,Type-C,JL,LHDC,"App Control, Button Control, Touch Control",No Light,Plastic,Yes,"High Fidelity (Hi-Fi), Stereo, Surround Sound",31-40 ms,,
1601562775908,200mAh,,IPX-4,Non/Customize,,1-3 hours,LED,Type-C,Bluetrum,"AAC, Sbc",Touch Control,,Plastic,Yes,"Bass Boost, High Fidelity (Hi-Fi), Stereo",30 Ms,,
1601690019859,30mAh/180mAh,Semi-in-ear,Life-level,,Yes,,Digital Display,,,,,,,,,,,
1601722627571,200-500mah,,IPX-4,OEM,,1-3 hours,Digital Display,Type-C,JL,Apt-X HD,Touch Control,Single Color,Plastic,No,Surround Sound,41-50 ms,,
1601635127117,35mA earpbuds,Semi-in-ear,IPX-5,,Yes,1-3 hours,LED,Type-C,JL,,,,Metal,Yes,,31-40 ms,,
1601715045060,500-1000mah,Semi-in-ear,IP54,Other,Yes,1-3 hours,LED,Type-C,Other,"AAC, LHDC","App Control, Touch Control",No Light,Plastic,Yes,"High Fidelity (Hi-Fi), Stereo, Surround Sound",31-40 ms,,
1601591667427,180mah/33mah,,IPX-5,OEM/ODM,,1-3 hours,LED,Type-C,Bluetrum,LC3,Touch Control,No Light,Plastic,Yes,Stereo,41-50 ms,,
1601060551518,200,Semi-in-ear,IPX-6,,Yes,1-3 hours,LED,Type-C,headset,,,,Earphone,Yes,High Fidelity (Hi-Fi),30Ms,,
1601705625232,30mA*2,Semi-in-ear,IPX-5,Customizable,No,3-5 hours,LED,TYPE-C,Airoha,AAC,Touch Control,No Light,ABS,No,3D,above 60 ms,,
1601673369370,400mah,,No,KINGSTAR,,1-3 hours,LED,Type-C,JL,,Touch Control,,ABS,Yes,,30 Ms,Half-Ear Hrybrid ANC TWS Earbuds,1-2 Hours
1601667378641,200-500mah,Semi-in-ear,IPX-4,,,1-3 hours,Digital Display,Type-C,Blurtrum,,,,Plastic,,,30 Ms,TWS Wireless Stereo True Earbuds,
1601408658309,Charging  box: 300mAh,,IPX-5,OEM Brand,,1-3 hours,LED,Type-C,AB556C2,AAC,Touch Control,,ABS,Yes,,51-60 ms,mini tws earbuds,1-2 hours
1600474644857,200-500mah,,IPX-5,Devia,,,LED,,JL,Apt-X HD,Button Control,No Light,,Yes,,,Smart Series Silicone Neckband Headset,
1601727667227,200-500mah,Semi-in-ear,IPX-5,YISSIY,Yes,1-3 hours,Digital Display,Type-C,BT V5.4 (Low Energy Consumption),Sbc,Sensitive Touch Control,No Light,Plastic,,"Stereo, High Fidelity (Hi-Fi), Surround Sound",31-40 ms,JM19 ANC TWS Earbuds with Touch Screen,
1601678672383,<200mah,,IPX-4,,,3-5 hours,Digital Display,,,,Touch Control,,,,,,,
1601650162786,200-500mah,,IPX-4,GENAI,,1-3 hours,LED,Type-C,JL,"AAC, Sbc",Touch Control,,ABS+PC,Yes,Stereo,,,
1601711963435,200-500mah,,IPX-5,Customizable,,1-3 hours,Digital Display,Type-C,JL,,Touch Control,,ABS,,Stereo,31-40 ms,,
1601722321257,200-500mah,,IPX-1,wireless earphones,,1-3 hours,Battery level indicator,Type-C,Zhongke Lanxun,,Touch Control,No Light,ABS,Yes,Stereo,less than 30ms,Y42 wireless earphones,
1600998645662,220mAh,Semi-in-ear,IPX-4,Langsdom,Yes,1-3 hours,LED,Type-C,Bluetrum,"AAC, APT-X","Touch Control, Voice Control",No Light,ABS,Yes,"Stereo, Surround Sound, Bass Boost",41-50 ms,Bluetooth Earphones,1-2 Hours
1601727836661,200-500mah,In ear,IPX-4,N/A,Yes,1-3 hours,LED,Type-C,High-Performance Bluetooth Audio Chip,"AAC, Sbc",Touch Control,No Light,ABS plastic + soft silicone ear tips,Yes,"HiFi Stereo, Deep Bass, Clear Calls",51-60 ms,,
1600954773393,320mAh,,IPX-4,Huien,,1-3 hours,LED,Type-C,JL AD6983D2,,Touch Control,,ABS+PC,Yes,,51-60 ms,HE-080 True Wireless Bluetooth earphones,
1601016790997,200mAh,Semi-in-ear,Other,AOKE TWS earphones,,,Digital Display,Type-C,,Sbc,,No Light,,Yes,,less than 30 ms,Y80 TWS Earbuds,1-2 hour
1601727572350,200-500mah,Semi-in-ear,IPX-2,OEM,,1-3 hours,LED,Type-C,AB5636E,,,,Plastic,Yes,,less than 30 ms,,
1601665174055,other,other,other,shinecon,,,,,,,,,ABS,,,,,
1601723599202,200-500mah,Semi-in-ear,IPX-4,OEM,No,1-3 hours,Digital Display,Type-C,JL,AAC,Touch Control,No Light,Plastic,Yes,High Fidelity (Hi-Fi),31-40 ms,,
1600089635695,300,Semi-in-ear,IPX-5,Langsdom,,1-3 hours,Digital Display,,Blurtrum,,,,ABS,Yes,,31-40 ms,Wireless Bluetooth Headphone,1 Hour
1601689339791,None,"semi-in-ear, ear clip",None,xingji,No,1-3 hours,digital display screen,Type-C,Zhongke Lanxun,AAC,voice control,No Light,PCABS,Yes,"Bass Boost, High Fidelity (Hi-Fi), Stereo, Studio Level, Surround Sound",less than 30 ms,TWS Earbuds,
1601707018200,200-500mah,Semi-in-ear,IPX-6,Customizable private brand,Yes,1-3 hours,Digital Display,Type-C,Broadcom,LHDC,"App Control, Button Control, Touch Control",No Light,Plastic,No,"High Fidelity (Hi-Fi), Stereo, Surround Sound",31-40 ms,,
1601659129332,300mAh,Semi-in-ear,IPX-6,WOPOW,Yes,1-3 hours,Digital Display,"Micro USB, Type-C",aptX Adaptive,APT-X,"App Control, Touch Control",,ABS,,APTX,less than 30 ms,,
1601710456887,230mAh,Semi-in-ear,other,,,,,,,,,,,,,,,
1601320084429,,,IPX-8,,,1-3 hours,Digital Display,,Jieli,,,,,,,,TWS Earbuds,
1601256081334,200-500mah,,No,,,1-3 hours,Digital Display,Type-C,JL,None,App Control,No Light,Plastic,Yes,Stereo,30 Ms,,
1601216440291,35mAh,,IPX-5,,,,,,Jerry,,,,ABS,Yes,,41-50 ms,,about 1.5 hour
1601377578860,350mah,Semi-in-ear,IPX-3,BOGOODWILL/OEM,Yes,1-3 hours,LED,Type-C,JL,,Button Control,No Light,ABS,Yes,,less than 30 ms,Bluetooth Headphone,about 2 -3hours
1601435160326,200-500mah,,IPX-5,None,,1-3 hours,Digital Display,Type-C,Bluetrum,None,Button Control,,Plastic,Yes,,51-60 ms,,
1601202416084,200-500mah,Semi-in-ear,IPX-6,LDNIO,Yes,1-3 hours,Digital Display,Type-C,JL,,Touch Control,,ABS+PC,Yes,High Fidelity (Hi-Fi),less than 30 ms,,1 Hour
1601405632385,200-500mah,,IPX-4,YooKiE,,1-3 hours,LED,Type-C,Lanxun 5656T2,,Touch Control,,Plastic,Yes,,31-40 ms,,1.5-2H
1601342835814,200mAh,Semi-in-ear,IPX-4,,Yes,1-3 hours,LED,,Bluetrm5656C2,,,,Plastic,,,31-40 ms,,Charging Case 1.5 Hours Earbuds 1.5 Hours
1601601514414,200-500mah,Semi-in-ear,IPX-3,Yaika,No,1-3 hours,LED,Type-C,Jerry,AAC,Touch Control,No Light,Plastic,No,Stereo,41-50 ms,,
1601613456941,500-1000mah,,IPX-2,Original,,1-3 hours,Digital Display,Type-C,Other,"AAC, LC3, Sbc",Touch Control,Single Color,Plastic,No,Bass Boost,less than 30ms,,
1601642992567,200-500mah,Semi-in-ear,Life-level,,,,,,Bluetrum,,,,,,,,,
1601658240696,200mAh,Semi-in-ear,IPX-5,OEM,Yes,1-3 hours,LED,Type-C,JL,,App Control,Single Color,ABS,No,High Fidelity (Hi-Fi),less than 30 ms,,1-2 hour
1601706498186,200-500mah,Semi-in-ear,IPX-4,Customizable,Yes,1-3 hours,LED,TYPE-C,JL,"AAC, Sbc",Touch Control,No Light,Plastic,Yes,"High Fidelity (Hi-Fi), Surround Sound, Stereo",31-40 ms,,
