battery_capacity_mah_,battery_indicator,price,Url
300,Digital Display,2.96,https://www.alibaba.com/product-detail/Q70-TWS-On-Ear-Wireless-Headphones_1601445358217.html
Earphone: 40mAh; Charging Case: 400mAh,Digital Display,13.22,https://www.alibaba.com/product-detail/Factory-Hot-Selling-Q16-Pro-Headphones_1601308235620.html
40mah/300mah,Digital Display,5.8,https://www.alibaba.com/product-detail/YYK-Q39-OWS-Open-Ear-Hook_1601257032370.html?selectedCarrierCode=SEMI_MANAGED_STANDARD@@STANDARD
200-500mah,Digital Display,5.27,https://www.alibaba.com/product-detail/M79-Earclip-Wireless-Earbuds-Sports-Hifi_1601432353421.html
300mah,LED,7.63,https://www.alibaba.com/product-detail/M79-Open-Ear-Clip-TWS-Earphones_1601548111207.html
480mah,LED,88.0,https://www.alibaba.com/product-detail/A50-Wireless-Open-Ear-for-Bluetooth_1601597458072.html
500-1000mah,Digital Display,6.6,https://www.alibaba.com/product-detail/Ultra-Long-Time-BT-5-4_1601419800192.html
200-500mah,LED,9.59,https://www.alibaba.com/product-detail/Custom-OEM-Bone-Conduction-Headphone-Wireless_1601659539267.html?selectedCarrierCode=SEMI_MANAGED_STANDARD@@STANDARD
200-500mah,Digital Display,6.47,https://www.alibaba.com/product-detail/Open-Ear-Wireless-Sport-Earphones-TWS_10000041053047.html
200mAh,Digital Display,3.45,https://www.alibaba.com/product-detail/Q71-OWS-Clip-on-Electroplated-BT_1601516317720.html
200-500mah,LED,3.52,https://www.alibaba.com/product-detail/J01-Open-Ear-Wireless-Bone-Conduction_1601507398076.html?selectedCarrierCode=SEMI_MANAGED_STANDARD@@STANDARD
600mAh,Digital Display,13.96,https://www.alibaba.com/product-detail/OWS-ENC-IPX-6-BAOLI-s_1601161856570.html
200-500mah,Digital display screen,6.12,https://www.alibaba.com/product-detail/M96-OWS-Open-Ear-Wireless-Earbuds_10000041186374.html
Earpiece: 50mAh; Charging Case: 400mAh,LED,24.68,https://www.alibaba.com/product-detail/2024-Top-Quality-HM-11-Ear_1601236674973.html?selectedCarrierCode=SEMI_MANAGED_STANDARD@@STANDARD
200-500mah,LED,6.99,https://www.alibaba.com/product-detail/New-Design-Lenovo-RS115-Tws-Wireless_1601739532264.html
400MAH,Digital Display,11.0,https://www.alibaba.com/product-detail/Factory-Wholesale-Q16-Pro-Headphones-Open_1601396335967.html
200mah,LED,1.4,https://www.alibaba.com/product-detail/Factory-Price-Pro-5s-Earbuds-Wireless_1601635492821.html
300mAh,LED,5.6,https://www.alibaba.com/product-detail/Q39-TWS-True-Open-Ear-Headphones_1601374931128.html?s=p
200-500mah,Digital Display,4.325,https://www.alibaba.com/product-detail/Long-Battery-Bluetooth-53-Wireless-Earphones_11000028629947.html
200,LED,3.39,https://www.alibaba.com/product-detail/ZongX-Wireless-Earbuds-with-Earhooks-Purple_11000028268224.html
300mAh,LED,5.6,https://www.alibaba.com/product-detail/New-Open-ear-Headphones-True-Wireless_1601287940936.html?s=p
200-500mah,Digital Display,3.55,https://www.alibaba.com/product-detail/Factory-Direct-Sales-Q12-Adjustable-OWS_11000027975479.html
200-500mah,LED,5.4,https://www.alibaba.com/product-detail/DOQAUS-W18-Hot-Selling-Ear-Hook_1601591740173.html?s=p
800mAh,Digital Display,2.4,https://www.alibaba.com/product-detail/Waterproof-HEADSET-Large-screen-LED-Digital_1600902162719.html?s=p
200-500mah,Digital Display,12.36,https://www.alibaba.com/product-detail/Newest-High-Quality-Open-Ear-Wearable_11000021209358.html
200-500mah,LED,5.94,https://www.alibaba.com/product-detail/Toocki-High-Fidelity-10mm-Copper-Ring_1601701023642.html?s=p
400mAh,Digital Display,7.15,https://www.alibaba.com/product-detail/YYK-Q28-Wireless-Earbud-Language-Translator_11000020894217.html
200mAh,Digital Display,4.8,https://www.alibaba.com/product-detail/YYK-Q108-Open-Ear-Wireless-Earbuds_1601633400413.html?s=p
200-500mah,Digital Display,7.64,https://www.alibaba.com/product-detail/J13-On-ear-OWS-Sports-Earphones_11000015708112.html
180MAH,LED,3.7,https://www.alibaba.com/product-detail/ZR100-B-Fugle-True-Open-Ear_11000015661926.html
250MAH,Digital Display,5.35,https://www.alibaba.com/product-detail/B139-3-Fugle-OWS-TWS-Earbuds_11000015464856.html
600 + 70,LED,16.5,https://www.alibaba.com/product-detail/T44-OPEN-EAR-Air-conduction-Light_1601198724286.html?s=p
200MAH,Digital Display,5.3,https://www.alibaba.com/product-detail/Q11-3-TWS-Headset-with-LED_11000015192090.html
300,LED,8.36,https://www.alibaba.com/product-detail/For-TWS-Earbuds-with-LED-Battery_11000012346322.html
85mAh,Digital Display,13.2,https://www.alibaba.com/product-detail/New-Bee-Ear-Hook-Earphones-V5_1601225649501.html?s=p
200-500mah,Digital Display,7.45,https://www.alibaba.com/product-detail/Open-ear-Wireless-Earbuds-BT-6_10000041619047.html
230mAh,LED,9.99,https://www.alibaba.com/product-detail/Wholesale-Long-Battery-Life-HIFI-Stereo_1601094311215.html?s=p
150mAH,LED,13.97,https://www.alibaba.com/product-detail/2020-Hot-Selling-EMF-Anti-Radiation_1600463298185.html?s=p
200-500mah,LED,4.69,https://www.alibaba.com/product-detail/Starsky-Sports-Wireless-Semi-in-Ear_1601608143411.html?s=p
500mAh,LED,10.8,https://www.alibaba.com/product-detail/Q16-OWS-Earphones-Chip-Wireless-Earbuds_1601374717318.html?s=p
200-500mah,LED,1.13,https://www.alibaba.com/product-detail/New-5-3-TWS-Earbuds-Waterproof_10000041132099.html
200-500mah,Digital Display,6.1,https://www.alibaba.com/product-detail/Best-Sale-Bt5-4-True-Wireless_1601438931507.html?s=p
200-500mah,Digital Display,7.47,https://www.alibaba.com/product-detail/Factory-Open-Ear-Wireless-Sport-Earphones_10000041053244.html
150,LED,10.5,https://www.alibaba.com/product-detail/Low-Budget-Gym-Sports-Stereo-Earphones_10000011398903.html?s=p
<200mah,LED,4.99,https://www.alibaba.com/product-detail/Best-Seller-M136-Open-Ear-Clip_10000041045992.html
200-500mah,LED,4.64,https://www.alibaba.com/product-detail/Havit-TW888-Lite-Top-Quality-Wireless_1601656559566.html?s=p
40mAh /400mAh,LED,6.79,https://www.alibaba.com/product-detail/M127-Translator-Earbuds-Led-Display-Open_1601677379260.html?s=p
<200mah,LED,2.65,https://www.alibaba.com/product-detail/High-Quality-Customized-Q60-TWS-Earbuds_10000040251208.html
200mAh,Digital Display,12.99,https://www.alibaba.com/product-detail/2026-F2-Tws-Wireless-Bluetooth-5_10000039685316.html
200mah,LED,5.99,https://www.alibaba.com/product-detail/2025-Trending-M95-Wireless-Noise-Cancelling_10000039555477.html
200-500mah,Digital Display,13.99,https://www.alibaba.com/product-detail/Lightweight-Wireless-Earbuds-with-Long-Battery_10000039541603.html
"30mAh earphone, 230mAh case",Digital Display,3.15,https://www.alibaba.com/product-detail/Open-Ear-Hook-Style-TWS-Headsets_10000038668631.html?selectedCarrierCode=SEMI_MANAGED_STANDARD@@STANDARD
200-500mah,LED,8.2,https://www.alibaba.com/product-detail/Y30-Ows-Open-Ear-Earphone-Earhook_1601253516541.html?s=p
"40mAh earphones,200mAh charging case",Digital Display,2.39,https://www.alibaba.com/product-detail/Open-Ear-Hook-Style-TWS-Earbuds_10000038463651.html?selectedCarrierCode=SEMI_MANAGED_STANDARD@@STANDARD
200-500mah,LED,4.1,https://www.alibaba.com/product-detail/Portable-Wireless-In-Ear-TWS-Earbuds_1601644953158.html?s=p
200mAh,LED,2.285,https://www.alibaba.com/product-detail/Fashion-Stylish-Open-Ear-Clip-on_10000037383229.html?selectedCarrierCode=SEMI_MANAGED_STANDARD@@STANDARD
200-500mah,Digital Display,8.2,https://www.alibaba.com/product-detail/Open-Ear-True-Wireless-Earbuds-BT_1601274703893.html?s=p
200-500mah,Digital Display,7.98,https://www.alibaba.com/product-detail/Open-OWS-Bluetooth-Headset-with-AI_10000036610744.html
200-500mah,LED,11.9,https://www.alibaba.com/product-detail/Kinglucky-A8-Wireless-BT5-4-JL_1601562999452.html?s=p
200-500mah,Digital Display,5.35,https://www.alibaba.com/product-detail/High-Quality-In-Ear-TWS-Earbuds_10000036585027.html?selectedCarrierCode=SEMI_MANAGED_STANDARD@@STANDARD
55mAh/350mAh,LED,11.9,https://www.alibaba.com/product-detail/Remax-Clip-On-Wireless-Small-Earbuds_1601439725803.html?s=p
200-500mah,LED,7.14,https://www.alibaba.com/product-detail/AI-Real-Time-Two-Way-Translator_10000036564396.html
180mAh,LED,7.4,https://www.alibaba.com/product-detail/ALOVA-Latest-Model-Bluetooth-6-0_1601511059774.html?s=p
"40mAh earphones,180mAh charging case",Digital Display,5.28,https://www.alibaba.com/product-detail/OEM-Classic-TWS-Wireless-Headphones-Open_10000035564075.html
35mAh/250mAh,LED,9.9,https://www.alibaba.com/product-detail/Remax-Open-Ear-Headphones-Small-Bluetooth_1601422453811.html?s=p
180mAh,LED,7.68,https://www.alibaba.com/product-detail/OEM-Manufacturer-Custom-Mobile-Handsfree-Headband_1600169440111.html?s=p
450mAh,LED,11.5,https://www.alibaba.com/product-detail/Open-Ear-Earbuds-Wireless-Earphone-Wireless_10000029860626.html
Earpiece: 100 mAh; Charging case: 600 mAh,Digital Display,11.61,https://www.alibaba.com/product-detail/Buy-Open-Ear-Bt-5-4_10000026193743.html
200-500mah,LED,2.73,https://www.alibaba.com/product-detail/2026-Wireless-Earbuds-Sports-Bluetooth-Headphones_1601735618097.html?s=p
400mAh,LED,3.52,https://www.alibaba.com/product-detail/Hot-Sales-Open-ear-Tws-Stereo_10000021077847.html?selectedCarrierCode=SEMI_MANAGED_STANDARD@@STANDARD
200-500mah,LED,7.5,https://www.alibaba.com/product-detail/Best-Selling-Kinglucky-I121-Wireless-For_1601446344621.html?s=p&selectedCarrierCode=SEMI_MANAGED_STANDARD@@STANDARD
2000-3000mah,Digital Display,2.6,https://www.alibaba.com/product-detail/High-Quality-Wireless-TWS-Earbuds-In_1601529703790.html?s=p
200-500mah,Digital Display,4.7,https://www.alibaba.com/product-detail/Q16S-ENC-Wireless-BT-5-4_1601755419794.html
<200mah,LED,9.89,https://www.alibaba.com/product-detail/New-Bee-B45-Long-Microphone-Earhook_1600503392423.html?s=p
<200mah,LED,4.8,https://www.alibaba.com/product-detail/Miccell-Wholesale-ENC-Open-Ear-TWS_1601754665653.html
200-500mah,LED,8.9,https://www.alibaba.com/product-detail/New-6-Mics-FB-FF-Hybrid_1601753954642.html
400mah,LED,7.515,https://www.alibaba.com/product-detail/M79-In-Ear-Earbuds-Sports-Hifi_1601606150628.html
230mAh,LED,18.1,https://www.alibaba.com/product-detail/S10-TWS-Earphone-IPX8-Waterproof-Swimming_1600852513794.html
200-500mah,LED,11.0,https://www.alibaba.com/product-detail/Factory-Hot-Selling-Q16-Pro-Headphones_1601563268523.html
575,LED,28.5,https://www.alibaba.com/product-detail/1more-Open-Ear-Tws-S31-Open_1601300114453.html
"300mAh, 35mAh",Digital Display,5.39,https://www.alibaba.com/product-detail/TWS-Bone-Conduction-Headset-Wireless-Earphone_1601314991169.html
200-500mah,Digital Display,3.99,https://www.alibaba.com/product-detail/Bluetooth-Earbuds-OWS-Wireless-Earphones-Open_1601743940881.html
"30mAh earphone, 300mAh charging case",LED,3.46,https://www.alibaba.com/product-detail/V5-4-J07-Open-Ring-Clip_1600761092822.html
200-500mah,Digital Display,5.8,https://www.alibaba.com/product-detail/M79-High-Quality-Bone-Conduction-Ear_1601214386813.html?selectedCarrierCode=SEMI_MANAGED_STANDARD@@STANDARD
180mAh,LED,13.0,https://www.alibaba.com/product-detail/ALOVA-OEM-Manufacturer-20H-Playtime-Earbuds_1601683105135.html
300mah,LED,2.93,https://www.alibaba.com/product-detail/T70-TWS-Wireless-Earbuds-Air-Conduction_1601592063341.html
300mah,Digital Display,10.5,https://www.alibaba.com/product-detail/Touch-Control-Mini-TWS-ANC-ENC_1601653439414.html
250mAH,LED,8.9,https://www.alibaba.com/product-detail/Original-Thinkplus-X15-Pro-TWS-Earbuds_1601113034274.html
200-500mah,Digital Display,1.85,https://www.alibaba.com/product-detail/Open-Ear-Bone-Conduction-TWS-Earphones_1601551352207.html?selectedCarrierCode=SEMI_MANAGED_STANDARD@@STANDARD
200-500mah,LED,2.5,https://www.alibaba.com/product-detail/Gym-Headset-Comfortable-Sport-Earphone-Long_1601722994499.html
300mah/35mah,Digital Display,9.8,https://www.alibaba.com/product-detail/YX42-JL-TWS-Open-Ear-Clip_1601452722763.html?selectedCarrierCode=SEMI_MANAGED_STANDARD@@STANDARD
30 mAh & 230 mAh,LED,3.8,https://www.alibaba.com/product-detail/Lonvel-True-Wireless-Open-Earphones-BT_1601629345257.html
200mA,LED,5.94,https://www.alibaba.com/product-detail/New-2025-Wholesale-M97-Ear-Clip_1601363932661.html
300mAh,LED,4.9,https://www.alibaba.com/product-detail/2025-Seller-Open-Ear-OWS-Sports_1601042451932.html
35MAH,Digital Display,12.02,https://www.alibaba.com/product-detail/2026-High-Quality-Comfort-Open-Earhook_1601676464560.html
30mah/300mah,Digital Display,2.38,https://www.alibaba.com/product-detail/JS270-TWS-Noise-Reduction-Ows-Wireless_1600969432761.html?selectedCarrierCode=SEMI_MANAGED_STANDARD@@STANDARD
60mAh(each earphone),Digital Display,9.88,https://www.alibaba.com/product-detail/Q16-Open-Ear-TWS-Earbuds-Digital_1601599303712.html?selectedCarrierCode=SEMI_MANAGED_STANDARD@@STANDARD
"earphones 40mah/25mah,charging box 180mah",LED,7.5,https://www.alibaba.com/product-detail/Best-selling-KINYO-A20-OEM-Wireless_1601122108657.html?selectedCarrierCode=SEMI_MANAGED_STANDARD@@STANDARD
500-1000mah,Digital Display,6.7,https://www.alibaba.com/product-detail/Open-Ear-TWS-Earbuds-with-Touch_1601344884525.html?selectedCarrierCode=SEMI_MANAGED_STANDARD@@STANDARD
500-1000mah,LED,68.8,https://www.alibaba.com/product-detail/New-Fashion-Design-Open-ear-Wireless_1601722797010.html
200-500mah,LED,3.0,https://www.alibaba.com/product-detail/Low-Price-Wholesale-In-Ear-Earbuds_1601525632169.html
300mAh,Digital Display,7.21,https://www.alibaba.com/product-detail/Mini-Sport-Running-Earring-Earphone-Clip_1601397525808.html
200-500mah,Digital Display,2.49,https://www.alibaba.com/product-detail/High-Quality-TWS-Stereo-Open-Ear_1601651461021.html
50/500mAh,LED,6.9,https://www.alibaba.com/product-detail/Kunai-Wholesale-A70-AI-Translat-Wireless_1601718709751.html?s=p
200-500mah,LED,6.9,https://www.alibaba.com/product-detail/Wireless-Earbuds-Bluetooth-Headphone-80Hrs-Playtime_1600226538197.html?s=p
200-500mah,LED,8.9,https://www.alibaba.com/product-detail/Noval-6-Mics-FB-FF-Hybrid_1601753924857.html
<200mah,LED,13.0,https://www.alibaba.com/product-detail/Wireless-Earphone-EMF-Radiation-Shielding-Air_10000008507213.html?s=p
200-500mah,LED,8.9,https://www.alibaba.com/product-detail/Hybrid-ANC-ENC-TWS-Earbuds-Side_1601753905888.html
200-500mah,LED,28.77,https://www.alibaba.com/product-detail/LED-Battery-Display-Heart-Rate-TWS_1601753863952.html
150,LED,10.5,https://www.alibaba.com/product-detail/FL03-Radiation-Free-Air-Tube-Earphon_1601209752982.html?s=p
200-500mah,LED,2.6,https://www.alibaba.com/product-detail/OEM-Factory-Gift-Audio-Air-Pro_1601753854262.html
200-500mah,LED,2.6,https://www.alibaba.com/product-detail/Promotion-Gift-Audio-Air-Pro-Buds_1601753845309.html
<200mah,Digital Display,10.5,https://www.alibaba.com/product-detail/Best-Gift-Wireless-Headphone-EMF-RF_1601026767198.html?s=p
200-500mah,LED,2.6,https://www.alibaba.com/product-detail/Popular-Mobile-Audio-Air-Buds-Side_1601753841234.html
200-500mah,LED,2.6,https://www.alibaba.com/product-detail/Factory-Direct-Audio-Air-Pro-Buds_1601753828419.html
180mAh,LED,14.1,https://www.alibaba.com/product-detail/Custom-OEM-Bone-Conduction-Headphone-Wireless_1601696125153.html?s=p
200mAh,LED,0.98,https://www.alibaba.com/product-detail/OWS-Wireless-Earphones-Bluetooth-5-4_1601753822067.html
500mah,Digital Display,3.9,https://www.alibaba.com/product-detail/Q80-TWS-Wireless-Earbuds-High-Sound_1601523434317.html?s=p
200-500mah,LED,2.6,https://www.alibaba.com/product-detail/New-Launch-Mobile-Audio-Air-Buds_1601753819337.html
200-500mah,LED,2.6,https://www.alibaba.com/product-detail/Cellular-Audio-Air-Buds-Side-Open_1601753809382.html
200-500mah,LED,2.6,https://www.alibaba.com/product-detail/Music-Audio-Air-Buds-Side-Open_1601753788486.html
200-500mah,LED,2.6,https://www.alibaba.com/product-detail/Cellular-Audio-Air-Pro-Buds-Side_1601753752834.html
200-500mah,LED,2.6,https://www.alibaba.com/product-detail/Promotion-Audio-Air-Pro-Buds-Side_1601753729891.html
200mah,LED,5.45,https://www.alibaba.com/product-detail/Hot-Sale-Low-Price-H66-Ows_1601724805462.html?s=p&selectedCarrierCode=SEMI_MANAGED_STANDARD@@STANDARD
200-500mah,LED,2.6,https://www.alibaba.com/product-detail/New-Mobile-Audio-Airbuds-Side-Open_1601753714911.html
200-500mah,LED,138.0,https://www.alibaba.com/product-detail/Retro-Headphones-Earphone-Headphones-Wireless-Earphone_11000034175386.html?s=p
200-500mah,digital display screen,1.3,https://www.alibaba.com/product-detail/OWS-Open-Ear-Wireless-Headphones-Bluetooth_1601753706713.html
200-500mah,Digital Display,12.38,https://www.alibaba.com/product-detail/T5-OWS-3D-Surround-Stereo-TWS_1601550712958.html?s=p
200mAh,LED,3.8,https://www.alibaba.com/product-detail/TM30-Transparent-Case-TWS-ENC-HD_1601753655763.html
35/ 350mah,LED,4.76,https://www.alibaba.com/product-detail/Wholesale-OWS-Ear-Clip-Air-Conduction_1601684970162.html?s=p
500-1000mah,LED,6.8,https://www.alibaba.com/product-detail/New-Fashion-Design-Open-ear-Wireless_1601752958225.html
300mah,Digital Display,7.46,https://www.alibaba.com/product-detail/2025-Hot-Selling-JM19-TWS-True_1601627966958.html?s=p
<200mah,LED,4.7,https://www.alibaba.com/product-detail/Auriculares-TWS-Miccell-Profesionales-Con-ENC_1601752321289.html
200-500mah,LED,55.0,https://www.alibaba.com/product-detail/TWS-EarBuds-Handfree-Earphones-Headsets-Headphones_11000034099527.html?s=p
<200mah,LED,7.0,https://www.alibaba.com/product-detail/Wireless-Bone-Conduction-Earphone-Tooth-Compatible_1601603412998.html?s=p&selectedCarrierCode=SEMI_MANAGED_STANDARD@@STANDARD
200-500mah,LED,7.15,https://www.alibaba.com/product-detail/Miccell-Wholesale-ENC-Open-Ear-TWS_1601752264205.html
200-500mah,LED,7.15,https://www.alibaba.com/product-detail/Miccell-Wholesale-ENC-Open-Ear-TWS_1601752256611.html
<200mah,LED,4.7,https://www.alibaba.com/product-detail/Miccell-Professional-ENC-Open-Ear-TWS_1601752193190.html
500-1000mah,Digital Display,9.1,https://www.alibaba.com/product-detail/2025-Open-Ear-500mAh-Wireless-Earbuds_1601412421446.html
180mAh,LED,14.3,https://www.alibaba.com/product-detail/X3-Business-Open-Ear-Waterproof-Wireless_1601267357292.html
200-500mah,LED,4.99,https://www.alibaba.com/product-detail/Maimi-OEM-Sports-Open-Ear-Headphones_1601459702874.html?selectedCarrierCode=SEMI_MANAGED_STANDARD@@STANDARD
500-1000mah,Digital Display,17.99,https://www.alibaba.com/product-detail/BOLN-H35-Pro-Max-ANC-Wireless_1601293715923.html
200mAh,LED,3.5,https://www.alibaba.com/product-detail/Wireless-Headphones-TWS-Open-ear-Earphones_1601625047350.html?selectedCarrierCode=SEMI_MANAGED_STANDARD@@STANDARD
200-500mah,LED,4.69,https://www.alibaba.com/product-detail/Transformers-Bumblebee-bluetooth-Earphone-Tws-Gaming_1601516357527.html
"headset 70mah,charge bin 450mah",LED,8.9,https://www.alibaba.com/product-detail/Open-Ear-Wearable-Stereo-Bluetooth-Sport_1601405228939.html?selectedCarrierCode=SEMI_MANAGED_STANDARD@@STANDARD
200-500mah,Digital Display,3.65,https://www.alibaba.com/product-detail/QK01-M7-In-Ear-Wireless-Earbuds_1601377315590.html
40/ 300mah,LED,5.16,https://www.alibaba.com/product-detail/TWS-Open-Ear-Clip-Earbuds-ENC_1601684823419.html
"IPX-4, 200-500mah",LED,12.99,https://www.alibaba.com/product-detail/2025-New-Open-Ear-Clip-Wireless_1601516117001.html
480mAh,LED,11.25,https://www.alibaba.com/product-detail/Original-T9-Ear-Hook-Earbuds-Bt_1601555406938.html
150mAh,Digital Display,2.24,https://www.alibaba.com/product-detail/True-Wireless-Earphones-OWS15-Stereo-Sports_1601524722531.html
200-500mah,Digital Display,6.4,https://www.alibaba.com/product-detail/HEATZ-HB15-V5-3-TWS-In_1601386032688.html
250mAH / 33mAh*2,Digital Display,5.5,https://www.alibaba.com/product-detail/Factory-Custom-Black-Airbuds-Pro-2_1601160921856.html
350mAh,LED,2.54,https://www.alibaba.com/product-detail/Best-D88-Earphone-TWS-Wireless-LED_1601187662652.html
200-500mah,LED,6.15,https://www.alibaba.com/product-detail/OWS-Open-Ear-Air-Conduction-TWS_1601429599498.html
500-1000mah,Digital Display,12.2,https://www.alibaba.com/product-detail/Factory-OEM-Hot-Selling-JM16-Headphones_1601388056622.html?selectedCarrierCode=SEMI_MANAGED_ECONOMIC@@ECONOMY
200-500mah,Digital Display,2.88,https://www.alibaba.com/product-detail/NEW-TWS-Open-Ear-Headphones-Q80_1601616066668.html
200,LED,2.7,https://www.alibaba.com/product-detail/OWS-T7500-Open-Ear-Wireless-Sports_1601461168152.html
45mAh/600mAh,LED,9.65,https://www.alibaba.com/product-detail/Audifonos-LX-80-Wireless-Earbuds-Open_1601720009702.html?selectedCarrierCode=SEMI_MANAGED_STANDARD@@STANDARD
300mAH,Digital Display,4.2,https://www.alibaba.com/product-detail/2025-TWS-Earbuds-Mic-Open-Ear_1601499026328.html
500-1000mah,LED,25.89,https://www.alibaba.com/product-detail/BOLN-H80-ANC-TWS-Open-Ear_1601660544551.html
200-500mah,LED,6.6,https://www.alibaba.com/product-detail/AGETUNR-NEW-S73-Wireless-Clip-on_1601574132803.html
200-500mah,Digital Display,20.3,https://www.alibaba.com/product-detail/UGREEN-HiTune-S3-Pro-Wireless-Earbuds_1601683739914.html
400mah,LED,7.005,https://www.alibaba.com/product-detail/M79-Earclip-Earbuds-Sports-Hifi-Stereo_1601606207115.html
250mAh,LED,9.0,https://www.alibaba.com/product-detail/Monster-Open-Ear-AC600-Ear-Clip_1601256595203.html
200-500mah,LED,11.58,https://www.alibaba.com/product-detail/Tws-Earphone-Earbuds-Bt-Version-5_1601619617173.html
96,LED,3.2,https://www.alibaba.com/product-detail/2025-VV4-BT5-3-Touch-Control_1601402115084.html
30mAh,LED,2.2,https://www.alibaba.com/product-detail/Hot-Sale-New-Wireless-Tws-Audio_1600762092899.html
45mAh*2/400mAh,Digital Display,12.9,https://www.alibaba.com/product-detail/SOUNDPEATS-2025-Best-Seller-POP-Clip_1601338110483.html
180mah,Digital Display,5.55,https://www.alibaba.com/product-detail/NEEXXT-Q93AI-Open-Ear-Smart-AI_1601583615203.html
300mAH charging case,Digital Display,4.42,https://www.alibaba.com/product-detail/Trend-Electronics-Open-Ear-TWS-Earbuds_1601449300913.html?selectedCarrierCode=SEMI_MANAGED_ECONOMIC@@ECONOMY
40mah,LED,6.82,https://www.alibaba.com/product-detail/Clip-on-Earbuds-Open-Ear-Headphones_1601457187810.html
200-500mah,Digital Display,2.65,https://www.alibaba.com/product-detail/Tws-Wireless-Ows-Device-Blue-Tooth_1601615583111.html?selectedCarrierCode=SEMI_MANAGED_ECONOMIC@@ECONOMY
200-500mah,Digital Display,7.1,https://www.alibaba.com/product-detail/True-Wireless-Earbuds-Waterproof-Sport-Headset_1600630076928.html?s=p
200-500mah,LED,19.88,https://www.alibaba.com/product-detail/QY-Factory-Price-Open-Ear-Wireless_1601561707197.html
<200mah,LED,2.36,https://www.alibaba.com/product-detail/High-Quality-Customized-Q60-TWS-Earbuds_1601584892767.html
"IPX-4, 200-500mah",LED,8.99,https://www.alibaba.com/product-detail/2025-New-Open-Ear-Clip-TWS_1601571605963.html
<200mah,Led,2.3,https://www.alibaba.com/product-detail/High-Quality-Customized-Q60-TWS-Earbuds_1601678170249.html
350mAh,Digital Display,4.6,https://www.alibaba.com/product-detail/NEW-TWS-Q80-LED-Digital-Display_1600962511593.html
300mah,Digital Display,6.0,https://www.alibaba.com/product-detail/New-Arrivals-Audifonos-Open-Ear-Gaming_1601496638500.html
30,LED,14.0,https://www.alibaba.com/product-detail/10-TWS-Open-Ear-OWS-Wireless_1601619970411.html
400,LED,8.09,https://www.alibaba.com/product-detail/Hot-Selling-Ai-Translator-Earbuds-144_1601342784488.html
260mAH,LED,4.5,https://www.alibaba.com/product-detail/2025-Newly-Released-TWS-Earbuds-with_1601507445452.html
350mAh,LED,4.9,https://www.alibaba.com/product-detail/Erazer-Xt88pro-TWS-In-Ear-Headphones_1601430244677.html
40/500mAh,LED,6.3,https://www.alibaba.com/product-detail/G07-OEM-Manufacturer-CustomGaming-TWS-Headset_1601391970476.html?s=p
1000-2000mah,LED,12.879999999999999,https://www.alibaba.com/product-detail/High-Quality-Wireless-Earbuds-Gaming-Earphones_1601732630184.html
200-500mah,LED,1.87,https://www.alibaba.com/product-detail/X55-Pro-Plus-ANC-Earbuds-Wireless_1601282438918.html?selectedCarrierCode=SEMI_MANAGED_STANDARD@@STANDARD
200-500mah,Digital Display,2.83,https://www.alibaba.com/product-detail/2025-New-TWS-Wireless-Gaming-Earbuds_1601471417123.html?selectedCarrierCode=SEMI_MANAGED_STANDARD@@STANDARD
150MAH,LED,1.48,https://www.alibaba.com/product-detail/2025-New-895B-Airbuds-TWS-Wireless_1601602349948.html?selectedCarrierCode=SEMI_MANAGED_STANDARD@@STANDARD
200,LED,3.99,https://www.alibaba.com/product-detail/High-Quality-Gaming-TWS-Wireless-Earphones_1601427307568.html
500-1000mah,Digital Display,1.96,https://www.alibaba.com/product-detail/Transparent-TWS-Air-37-Earbuds-High_1601039274641.html?selectedCarrierCode=SEMI_MANAGED_STANDARD@@STANDARD
500-1000mah,LED,1.95,https://www.alibaba.com/product-detail/Factory-Wholesale-M25-TWS-Wireless-Stereo_1601628185635.html?selectedCarrierCode=SEMI_MANAGED_STANDARD@@STANDARD
200-500mah,LED,2.71,https://www.alibaba.com/product-detail/X85-TWS-for-BT-Earbuds-Semi_1601703796372.html?selectedCarrierCode=SEMI_MANAGED_STANDARD@@STANDARD
200-500mah,LED,1.2,https://www.alibaba.com/product-detail/OEM-LOGO-Pro5s-True-Wireless-Earbuds_1601246820590.html?selectedCarrierCode=SEMI_MANAGED_STANDARD@@STANDARD
200mAh,Digital Display,3.91,https://www.alibaba.com/product-detail/New-Arrival-Good-Sound-Mini-Tws_1601517387005.html?selectedCarrierCode=SEMI_MANAGED_STANDARD@@STANDARD
200-500mah,LED,1.75,https://www.alibaba.com/product-detail/X15-TWS-Earbuds-Wireless-In-Ear_1601504601082.html?selectedCarrierCode=SEMI_MANAGED_STANDARD@@STANDARD
2200,Digital Display,2.1,https://www.alibaba.com/product-detail/S20-TWS-Gaming-Headset-Wireless-Stereo_1601223787788.html?selectedCarrierCode=SEMI_MANAGED_STANDARD@@STANDARD
200-500mah,Digital Display,3.6,https://www.alibaba.com/product-detail/TWS-Gaming-Earbuds-HiFi-Sound-for_1601722627571.html
200mAh,Digital Display,1.72,https://www.alibaba.com/product-detail/Original-Mini-TWS-Bt5-3-Earbuds_1601581263045.html?selectedCarrierCode=SEMI_MANAGED_STANDARD@@STANDARD
200-500mah,LED,6.8,https://www.alibaba.com/product-detail/TWS-Earbuds-with-LED-Display-True_1601724126251.html
